Nova Dispensary,1911 West Broadway Rd. Ste. 23,Mesa,AZ,85202,info@novammj.com,(480)912-4444,"June 7th, 2017",6489_bfnw05opr51.jpg,https://images.weedmaps.com/dispensaries/000/052/082/avatar/square_fill/1510583313-1502740005-NOVA_800x800.jpg,33.4071,-111.872623,,https://twitter.com/novammj,,Check our Deals for Daily Specials!,https://weedmaps.com/dispensaries/nova-dispensary
Desert Rose Phoenix,24905 N 7th Ave,Phoenix,AZ,85085,info@droseaz.com,623-516-7881,"August 12th, 2016",6493_wpxif0sovv1.jpg,https://images.weedmaps.com/dispensaries/000/048/536/avatar/square_fill/1510583004-ls.jpg,33.712184,-112.082482,http://facebook.com/Desert Rose Phoenix,,,"Every Day Great Pricing! Best Prices in Arizona! $18/$30/$40 8ths. Every day, no limits! Tax Free Mornings! Every Morning 9am-10am 15% Everyday for Veterans, 10% off for Seniors and ADA, and 5% off for Snap patients",https://weedmaps.com/dispensaries/desert-rose-phoenix
Kind Meds Inc.,2152 South Vineyard Ave. STE #120 BLDG #7 (VANDERBILT PLAZA) NEXT TO FARMERS INSURANCE!!,Mesa,AZ,85210,info@kindmedsaz.com,(480) 686-9302,"July 7th, 2014",6498_3l1oc0xk2io.jpg,https://images.weedmaps.com/dispensaries/000/033/670/avatar/square_fill/1510582641-leaf.jpg,33.376143,-111.844449,,,,,https://weedmaps.com/dispensaries/kind-meds-inc
The Prime Leaf,4220 E Speedway,Tucson,AZ,85712,info@theprimeleaf.com,(520) 447-7463,"November 12th, 2013",6503_oc2s5snbfk0.jpg,https://images.weedmaps.com/dispensaries/000/027/925/avatar/square_fill/1510582351-new_prime_2016.jpg,32.235915,-110.902564,https://www.facebook.com/primeleaftucson,https://twitter.com/ThePrimeLeaf,https://www.instagram.com/theprimeleaf/,"UPCOMING SPECIALS: 12/18-they're gone: BOGO select Huxton strains & products! 12/18-12/31: $30/g NatMed shatter. 12/23-12/24:Mid-tier pricing on top-tier flower, $30/g Canamo Concentrates, BOGO Sublime holiday cookies & brownies! While supplies last.",https://weedmaps.com/dispensaries/the-prime-leaf
Emerald Phoenix,4244 W Dunlap Ave,Phoenix,AZ,85051,phoenix@emeralddispensary.com,623-271-6065,"January 5th, 2017",6509_c4u4cfstsvm.png,https://images.weedmaps.com/dispensaries/000/050/051/avatar/square_fill/1510583129-EmeraldElogo.png,33.567767,-112.150391,https://www.facebook.com/Emerald-Phoenix-755058104650618/,https://twitter.com/emeraldarizona,https://www.instagram.com/emeralddispensary/,"Thursday, December 21st: Double Reward Points! As well as Buy any Premium or Top Shelf Eighth of Flower and Receive a FREE PreRoll! (While supplies last. No additional discounts apply.) Also, Infusion Gingerbread cookies are buy one, get one half off!",https://weedmaps.com/dispensaries/emerald-phoenix
Bloom Tucson,4695 N Oracle Rd Suite 117,Tucson,AZ,85705,BloomTucson@infinitebloom.com,520-293-3315,"November 12th, 2013",6515_3n5dmrcd22g.jpg,https://images.weedmaps.com/dispensaries/000/027/915/avatar/square_fill/1510582362-1510099051-new.jpg,32.291767,-110.979211,,https://www.facebook.com/BloomDispensaries,,"Cash Only, ATM on Site ***ALL SHATTER & CRUMBLE IS NOW $20 FOR HALF A GRAM*** **PLEASE NOTE: PRICES DO NOT INCLUDE SALES TAX!** *BLOOM TUCSON NEW HOURS* MON-SAT 9am-10pm Sun 9am-8pm!!!!",https://weedmaps.com/dispensaries/bloom-tucson
Urban Greenhouse Dispensary,2630 W Indian School Rd,Phoenix,AZ,85017,marketing@urbangreenhouse.com,480-209-1804,"March 25th, 2014",6520_n03av1w4kn5.jpg,https://images.weedmaps.com/dispensaries/000/031/105/avatar/square_fill/1510582551-Black_Logo_Small.jpg,33.495436,-112.115594,https://www.facebook.com/UrbanGreenhouseAZ,https://twitter.com/ugdaz,https://www.instagram.com/ugdaz/,"Every Day Deals At UGD: $10 Prerolls Or 3 For $24Three Spotlight Strains On SpecialCurrent DA Agents Receive 25% Off Regular Priced ItemsSenior Citizens (62+) & Vets Receive 10% Off Regular Priced Items We Accept Cash, Debit Cards, UGD Gift Cards & Hypur",https://weedmaps.com/dispensaries/urban-greenhouse-dispensary
HERB'N,2601 West Dunlap Suite #18,Phoenix,AZ,85021,NewPatient@HerbNdispensary.com,(602) 900-4557,"August 10th, 2017",6526_lyvryhl0xww.jpg,https://images.weedmaps.com/dispensaries/000/053/089/avatar/square_fill/1510949339-HerbN.jpg,33.566847,-112.115598,http://www.facebook.com/HerbN.PHX/,,http://www.instagram.com/herbn.phx/,,https://weedmaps.com/dispensaries/herb-n
Encanto Dispensary,2620 W Encanto Blvd,Phoenix,AZ,85009,info@encantogreencross.com,888-633-7411,"July 22nd, 2013",6530_1i0sd11sahv.jpg,https://images.weedmaps.com/dispensaries/000/025/605/avatar/square_fill/1510582329-fbimage.jpg,33.473496,-112.116006,https://www.facebook.com/EncantoGreenCross,https://twitter.com,https://www.instagram.com/encantodispensaryaz/,,https://weedmaps.com/dispensaries/encanto-green-cross-dispensary-phoenix
The Nirvana Center,2 North 35th Avenue,Phoenix,AZ,85009,info@nirvanacenter.com,(602) 730-3236,"August 26th, 2016",6533_ltpbs1cooak.jpg,https://images.weedmaps.com/dispensaries/000/048/683/avatar/square_fill/1510583008-THUMB_LOGO.jpg,33.448328,-112.135104,https://www.facebook.com/NirvanaCenterDispensaries,https://twitter.com/NirvanaCenterAZ,https://www.instagram.com/thenirvanacenter,DAILY DEALS: MONDAY: Choose your special! TUESDAY: $30 EIGHTHS ALL DAY WEDNESDAY: Wake and Bake ALL DAY! $10 grams up to 12 grams 3 strain limit. THURSDAY: OZ SPECIALS $150/$175/$200 OUNCES ALL DAY + EDIBLES 20% OFF FRIDAY: ACCESSORIES 20% OFF SATURDAY: CONCENTRATES 20% SUNDAY: EDIBLES 20%OFF,https://weedmaps.com/dispensaries/the-nirvana-center
Bloom Phoenix Dispensary,14 South 41st PLACE,Phoenix,AZ,85034,info@bloomdispensaries.com,602-396-5757,"April 27th, 2013",6538_0kvz45auf2q.jpg,https://images.weedmaps.com/dispensaries/000/024/051/avatar/square_fill/1510582217-1510099057-new.jpg,33.447524,-111.991963,https://www.facebook.com/BloomDispensary,https://twitter.com/bloomdispensary,https://www.instagram.com/explore/locations/108424121/,Bloom loves connecting with dispensary patients over Facebook and Instagram and welcomes questions via phone or email. Call us anytime at 602-396-5757 or email us at info@infinitebloom.com,https://weedmaps.com/dispensaries/bloom-phoenix-dispensary
Swell Farmacy - Camelback,1040 E. Camelback Rd.,Phoenix,AZ,85014,info@swellfarmacy.com,(602) 354-3094,"May 3rd, 2017",6543_zseng2kh1bx.jpg,https://images.weedmaps.com/dispensaries/000/051/661/avatar/square_fill/1510583191-swell_logo.jpg,33.50949,-112.059057,https://www.facebook.com/swellfarmacy/,,https://www.instagram.com/swell_farmacy/,"Spend $75.00 or more to spin our prize wheel!!! Come grab a preroll for $5 (tax included). We take pride in our prerolls, we never use sugar leaf!",https://weedmaps.com/dispensaries/swell-camelback
Reef Dispensaries - Phoenix,5436 W Latham St,Phoenix,AZ,85043,Jhansen@reefdispensaries.com,(480) 999-4748,"April 19th, 2017",6547_3g0swkz4tm0.jpg,https://images.weedmaps.com/dispensaries/000/051/473/avatar/square_fill/1510583183-REEF_icon.jpg,33.460954,-112.177268,http://facebook.com/Reefaznv,http://twitter.com/Reefdispensarie,http://instagram.com/@WorldofReef,Happy Birthday from Reef Dispensaries! With any medicated purchase on your birthday choose a free 1-gram preroll from any tier. While supplies last. Restrictions apply. Offer valid only on birthday (no grace period). Must show ID.,https://weedmaps.com/dispensaries/reef-dispensaries-phoenix
Midtown Roots,2918 North Central Avenue,Phoenix,AZ,85012,contact@midtownroots.com,888-PHX-ROOTS,"July 20th, 2017",6551_y3xpeicamqf.jpg,https://images.weedmaps.com/dispensaries/000/052/742/avatar/square_fill/1510583294-MidTown_RootsFulllinerightjustify2172c.jpg.jpeg,33.481078,-112.07412,https://www.facebook.com/MidtownRoots/,https://twitter.com/MidtownRoots,https://www.instagram.com/midtownrootsaz/,Come in today and experience the Midtown Roots neighborhood dispensary difference!,https://weedmaps.com/dispensaries/mid-town-roots
Swell Farmacy - 19th Ave,17201 North 19th Avenue,Phoenix,AZ,85023,info@swellfarmacy.com,(602) 388-4400,"May 4th, 2017",6556_qtzvxtfe5wy.jpg,https://images.weedmaps.com/dispensaries/000/051/679/avatar/square_fill/1510583192-swell_logo.jpg,33.64166,-112.099421,https://www.facebook.com/swellfarmacy/,,https://www.instagram.com/swell_farmacy/,"Swell proudly supports our troops! 20% Courtesy discount for our Veteran Patients! Spend $75.00 or more to spin our prize wheel!!! Come grab a preroll for $5 (tax included). We take pride in our prerolls, we never use sugar leaf!",https://weedmaps.com/dispensaries/swell-farmacy-19th-ave
Phoenix Relief Center,6330 S 35th Ave #104,Phoenix,AZ,85041,phoenixreliefcenter@live.com,602-276-3401,"April 23rd, 2013",6561_ibmwc2vj5ds.jpg,https://images.weedmaps.com/dispensaries/000/023/945/avatar/square_fill/1510582197-PRC_Logo_Apple05.jpg,33.388534,-112.133666,http://www.facebook.com/phoenixreliefcenter,https://twitter.com/PhxReliefCenter,http://instagram.com/phoenixreliefcenter,"Located on 35th Ave and Southern Rd, on the SW corner in the Walmart shopping center, next to the Clothing Co",https://weedmaps.com/dispensaries/phoenix-relief-center
Swell Farmacy - Central,"3333 S Central Ave, Phoenix, AZ 85040",Phoenix,AZ,85040,info@swellfarmacy.com,(480) 739-0366,"February 23rd, 2017",6566_u1lk43a32vg.jpg,https://images.weedmaps.com/dispensaries/000/050/657/avatar/square_fill/1510583183-1503525648-swell_logo.jpg,33.416646,-112.073105,https://www.facebook.com/swellfarmacy/,,https://www.instagram.com/swell_farmacy/,"Spend $75.00 or more to spin our prize wheel!!! Come grab a preroll for $5 (tax included). We take pride in our prerolls, we never use sugar leaf!",https://weedmaps.com/dispensaries/swell-farmacy-2
Arizona Natural Selections of Peoria,9275 West Peoria Ave,Peoria,AZ,85345,info@aznaturalselections.com,623-878-5954,"March 25th, 2014",6571_1g41mtpwo1r.jpg,https://images.weedmaps.com/dispensaries/000/031/120/avatar/square_fill/1510582498-AZNS-Butterfly-FA.jpg,33.58041,-112.257637,,https://twitter.com/aznaturalselect,http://instagram.com/aznaturalselections,,https://weedmaps.com/dispensaries/arizona-natural-selections-of-peoria
All Greens Dispensary - Sun City AZ,10032 West Bell Road Suite 100,Sun City,AZ,85351,delivery@allgreensaz.org,(623) 214-0801,"August 6th, 2015",6575_fvmy34sfjxy.jpg,https://images.weedmaps.com/dispensaries/000/044/206/avatar/square_fill/1510582793-smallLogo_as_of_09-07-16.jpg,33.638493,-112.275952,https://www.facebook.com/ALLGREENSSURPRISE,https://twitter.com/AllGreensAZ,https://www.instagram.com/allgreens_az/,"Prices on our MENU are for Members! ATM On-site CASH ONLY AND DEBIT CARD ONLY, TAX INCLUDED! You can visit us online at www.allgreensaz.com for information regarding our VALLEY WIDE FREE Delivery!",https://weedmaps.com/dispensaries/all-greens-dispensary
Golden Leaf Wellness,3828 S. Vermeersch Rd,Avondale,AZ,85323,tbd@gmail.com,623-792-5032,"October 4th, 2017",6532_4hibq4bznru.jpg,https://images.weedmaps.com/square_fill/image_missing.jpg,33.410873,-112.340098,,,,,https://weedmaps.com/dispensaries/golden-leaf-wellness-high-desert-healing
YiLo Superstore,2841 W. Thunderbird Rd.,Phoenix,Az,85053,info@yilo.com,602-539-2828,"January 15th, 2016",6537_rplzasmg5te.jpg,https://images.weedmaps.com/dispensaries/000/045/921/avatar/square_fill/1510582852-heart_pic.jpg,33.610449,-112.120229,http://facebook.com/YiLoSuperstore,http://twitter.com/YiLoSuperstore,http://instagram.com/@YiLoPhx,"We are open 9AM-9:30PM EVERYDAY! Daily Special: Strain of the Day (SOTD) $7.99/ gram $19.00/ eighths $38.00/ quarters $76.00/ half oz. $152.00/ oz. 4+ $5.42 grams on select strains, while supplies last. See our menu for full details!",https://weedmaps.com/dispensaries/yilo-superstore
Southern Arizona Integrated Therapies,112 S Kolb Rd,Tucson,AZ,85710,tucsonsaints@gmail.com,520-886-1003,"March 11th, 2014",6542_ooluagvyx1a.png,https://images.weedmaps.com/dispensaries/000/030/757/avatar/square_fill/1510582488-3.3logo.png,32.220054,-110.841607,http://facebook.com/tucsonsaints,http://twitter.com/tucsonsaints,http://instagram.com/tucsonsaints,Daily Specials: Monday: 20% off edibles Tuesday: 10% off everything Wednesday: 20% off Concentrates Thursday: $10 gram and $30 1/8s of top tier Friday: Choose any daily special (Sunday excluded) Saturday: 4.5 gram 1/8s Sunday: $6 gram select strains,https://weedmaps.com/dispensaries/southern-arizona-integrated-therapies-2-2
Harvest of Tempe,710 W Elliot Rd. Suite 102,Tempe,AZ,85284,askme@harvestinc.com,480-777-2100,"March 12th, 2014",6545_ofxq5z4yttf.jpg,https://images.weedmaps.com/dispensaries/000/030/807/avatar/square_fill/1510582540-Cap.JPG,33.349496,-111.9485747,http://facebook.com/@HarvestOfAZ,http://twitter.com/@HarvestofAZ,http://instagram.com/@harvestofaz,Mix & Match ANY 4 grams and save! Quantity Discounts:Qtr- 10% OFF 1/2- 20% OFF 1oz- 30%,https://weedmaps.com/dispensaries/harvest-of-tempe-2
MŸV Dispensary - Phoenix,12620 North Cave Creek Rd. #1,Phoenix,AZ,85022,info@altmedarizona.com,(602) 358-8771,"September 1st, 2017",6550_gslbxb3wtrz.png,https://images.weedmaps.com/dispensaries/000/053/427/avatar/square_fill/1510583304-1505922283-muv-white-on-grey-400px.png,33.601657,-112.037625,https://www.facebook.com/MuVArizona/,,https://www.instagram.com/muv_dispensary/,"Daily Specials MuV Monday Ð 30% Off all Muv products T:25% off all edibles W:$30 1/8ths all strains Th: 20% off all cartridges F:$60 1/4s (all strains) Sat: Buy 1 g of wax get .5 g free Grab Bag Sunday! 1 Muv cartridge, 1g flower, .5g muv shatter: $65",https://weedmaps.com/dispensaries/muv-by-alt-med
Sky Dispensaries - Phoenix,3155 E. McDowell Road Suite #2,Phoenix,AZ,85008,info@skydispensaries.com,602-812-4695,"November 28th, 2017",6554_uwu32bhtscv.jpg,https://images.weedmaps.com/dispensaries/000/054/720/avatar/square_fill/1513042906-sky.jpg,33.465546,-112.013133,,,,,https://weedmaps.com/dispensaries/sky-dispensaries-phoenix
Valley of the Sun Medical Dispensary,16200 W Eddie Albert Way,Goodyear,AZ,85338,admin@votsmd.com,623-932-3859,"July 10th, 2013",6558_3istymv4k4g.jpg,https://images.weedmaps.com/square_fill/image_missing.jpg,33.409171,-112.406822,,,,,https://weedmaps.com/dispensaries/valley-of-the-sun-medical-dispensary-goodyear-phoenix
SWC Tempe State Licensed Dispensary,2009 East 5th St Suite 11,Tempe,AZ,85281,info@swctempe.com,480-245-6751,"July 3rd, 2013",6563_jx4vzqs02q2.jpg,https://images.weedmaps.com/square_fill/image_missing.jpg,33.42572,-111.89982,,,,,https://weedmaps.com/dispensaries/swc-tempe-state-licensed-dispensary
Leaf Life,1860 E Salk Drive Suite B1,Casa Grande,AZ,85122,contact@leaflifeaz.com,520-350-9880,"August 6th, 2013",6567_lfn3xafjohe.jpg,https://images.weedmaps.com/dispensaries/000/025/860/avatar/square_fill/1510582283-LL-Logo-SocialMedia-AA-01.jpg,32.881056,-111.707173,,,,,https://weedmaps.com/dispensaries/leaf-life
SWC Prescott,123 E Merritt Street,Prescott,AZ,86301,info@swcprescott.com,928-778-5900,"July 4th, 2013",6570_htn53dikxgj.jpg,https://images.weedmaps.com/square_fill/image_missing.jpg,34.554988,-112.467299,,,,,https://weedmaps.com/dispensaries/swc-prescott
Globe Farmacy,200 N Broad St,Globe,AZ,85501,info@globefarmacy.com,928-793-4410,"August 12th, 2013",6531_ft2vr1wydqu.jpg,https://images.weedmaps.com/square_fill/image_missing.jpg,33.396819,-110.787622,,,,,https://weedmaps.com/dispensaries/globe-farmacy
Route 66 Wellness Center - Williams,324 E Bill Williams Ave,Williams,AZ,86046,rt66wellness@hotmail.com,928-635-9966,"September 24th, 2016",6536_5eycndyqi1q.jpg,https://images.weedmaps.com/square_fill/image_missing.jpg,35.25152,-112.184313,,,,,https://weedmaps.com/dispensaries/route-66-wellness-center-williams-1
Trichome Research Group (TRG),10401 S Avalon Blvd,Los Angeles,CA,90003,trgddnss@gmail.com,323-515-2945,"March 13th, 2017",6540_x2ckr1q4pig.jpg,https://images.weedmaps.com/dispensaries/000/050/940/avatar/square_fill/1510583132-1505490180-IMG_2959.JPG,33.941773,-118.265507,,,http://instagram.com/TRG__LA,Matricula Consular Acceptada Ê!! HAPPY HOLIDAYS !! HOLIDAY HOURS CHRISTMAS EVE 9AM-5PM CHRISTMAS DAY 2PM-12AM NEW YEARS EVE 9AM-5PM NEW YEARS DAY 12PM-12AM,https://weedmaps.com/dispensaries/trg
TREE HOUSE COLLECTIVE,1526 S. Santa Fe Unit B,Vista,CA,92084,Treehousecollective710@gmail.com,760-631-6900,"March 6th, 2012",6544_djssjwuppj4.jpg,https://images.weedmaps.com/dispensaries/000/016/753/avatar/square_fill/1510582021-Large_thc.jpg,33.1825738,-117.2175966,https://www.facebook.com/pages/Treehouse-Collective/555838054520503?fref=ts,,,,https://weedmaps.com/dispensaries/tree-house-collective-dispensary-san-marcos
Boyle 20 CAP,3544 3rd East Place,Los Angeles,CA,90063,20capboyleheights@gmail.com,(323)635-6845,"December 15th, 2016",6549_wvi5eh4acsd.png,https://images.weedmaps.com/dispensaries/000/049/840/avatar/square_fill/1510583124-2.png,34.033178,-118.193611,,,http://instagram.com/20CapBH   ALSO FOLLOW US ON SNAP CHAT!!! SC: Boyle20cap,,https://weedmaps.com/dispensaries/la-20-cap
1Up Riverside,1175 Center St,Riverside,CA,92506,1upriverside@gmail.com,951-410-3783,"September 10th, 2011",6555_hd3bojvnf5m.png,https://images.weedmaps.com/dispensaries/000/043/978/avatar/square_fill/1510582784-1505328256-1up_riverside_logo_1.png,34.015739,-117.337039,https://www.facebook.com/ready2reup,,http://instagram.com/riverside1up,"***LAST CALL FOR FIRST TIMERS IS BEFORE 11:45PM*** LOOKING TO EXPAND OUR TEAM! MUST HAVE VALID ID , VALID MARIJUANA RECOMMENDATION AND RELIABLE TRANSPORTATION SEND RESUME AND 3 PICTURES TO 1UPRIVERSIDE@GMAIL.COM",https://weedmaps.com/dispensaries/re-up4meds-2
Bank of Buds,591 H Street ( Next to Starbucks),Chula Vista,CA,91910,bankofbudscv@gmail.com,619-655-1585,"February 24th, 2017",6560_cu4irf5uyaj.png,https://images.weedmaps.com/dispensaries/000/050/675/avatar/square_fill/1510583130-1507784681-BOB_Logo.png,32.631066,-117.088951,,,http://instagram.com/bankofbudscv591,,https://weedmaps.com/dispensaries/bank-of-buds-2-2
CCI,72921 Ramon Rd. B,Thousand Palms,CA,92276,cci.thousandpalms24@gmail.com,(760)343-0462,"May 5th, 2016",6565_1pgekeefu5u.jpg,https://images.weedmaps.com/dispensaries/000/047/444/avatar/square_fill/1511578997-item1.jpg,33.816163,-116.389444,http://facebook.com/cci.thousandpalms,,http://instagram.com/cci.thousandpalms,Flower SpecialÊ Yoda Brain! 4 gram 1/8th BOGO! (Buy a 4 gram 1/8th for $50 and get 4grams for free) 40% Off Pirate Candy - 50/50 Bar!,https://weedmaps.com/dispensaries/cci-medical-group-coachella
EXHALE MED CENTER PRE-ICO,980 North La Cienega #102,Los Angeles,CA,90069,exhalemedcenter@gmail.com,424-279-9497,"July 25th, 2013",6572_zdtyreek1a1.jpg,https://images.weedmaps.com/dispensaries/000/025/682/avatar/square_fill/1510582269-photo.jpg,34.088813,-118.376318,https://www.facebook.com/exhalemedcenter?ref=hl,,http://instagram.com/exhale_medcenter,PATIENT APPRECIATION DAY - 20TH OF EVERY MONTH - 10%OFF ENTIRE STORE -DAILY DEALS- MON - 10%OFF ALL EDIBLES TUES - 10%OFF ALL CBD WED - 15%OFF ALL CONCENTRATES THU - 10%OFF ALL VAPES FRI - SUN - 1/8TH ALL 4 GRAMS MAY NOT BE COMBINED WITH ANY OTHER PROMO,https://weedmaps.com/dispensaries/exhale-med-center
Lake Collective,18210 Grand Ave,Lake Elsinore,CA,92530,newlakecollective@gmail.com,909-781-8384,"April 27th, 2017",6576_vdll3rfzftx.jpg,https://images.weedmaps.com/square_fill/image_missing.jpg,33.633606,-117.335061,,,http://instagram.com/@newlakecollective,***OPEN HOILDAYS!*** *WE NOW HAVE A PRE ORDER LINE! GIVE US A CALL @ (909)-781-8384,https://weedmaps.com/dispensaries/lake-view-wellness
The Green Rose,4569 Melrose Ave,Hollywood,CA,90029,GREENROSEONMELROSE@GMAIL.COM,(323) 535-7427,"September 16th, 2015",6535_ejy4ocpebbt.jpg,https://images.weedmaps.com/dispensaries/000/044/616/avatar/square_fill/1510582813-large_IMG_0687.JPG,34.083868,-118.3,,,http://instagram.com/thegreenrosehollywood,DAILY DEALS MON : 20% OFF ALL EDIBLES TUE : 2 STAMPS FOR 1 DONATION OF $35 AND UP WED : $5 OFF ANY WAX DONATION OF $25 AND UP THU : ALL DAY HAPPY HOUR FRI : 20% OFF ALL VAPES SAT : SHATTER DAY $ OFF ANY WAX ABOVE 25 SUN : 20% OFF ALL CBD PRODUCTS,https://weedmaps.com/dispensaries/the-green-rose
The Peoples Remedy,1350 Lone Palm Ave.,Modesto,CA,95351,tprmodesto@gmail.com,(209)-735-2107,"January 28th, 2015",6541_hvelacdugtl.png,https://images.weedmaps.com/dispensaries/000/039/169/avatar/square_fill/1510582704-Screen_Shot_2016-08-12_at_10.53.07_AM.png,37.65457,-121.023966,https://www.facebook.com/The-Peoples-Remedy-230942100584059/,http://twitter.com/@tpr_worldwide,http://instagram.com/tpr_worldwide,PATIENT APPRECIATION 12/14 Kushy Punch 12/15 Absolute Extracts 12/16 Bhang 12/22 Risen 12/25 CLOSED 12/28 Bloomfarms,https://weedmaps.com/dispensaries/cva-central-valley-alternative
Holistic Pain Relief - Prop D Compliant,5993 S St Andrews Pl.,Los Angeles,CA,90047,holisticpainrelief.la@gmail.com,323-778-8540,"June 5th, 2015",6546_llh2mr2i4qs.jpg,https://images.weedmaps.com/dispensaries/000/043/619/avatar/square_fill/1510582823-Holistic-Care-Sticker-2.jpg,33.985454,-118.311999,,,,DAILY SPECIALS KING HENRY OG-5/35 195oz SKYWALKER OG-5/35 180oz GORILLA OG-5/35 180oz VENOM OG-7/50 180oz RED BULL-5/32 190oz TRUE OG-5/30 175oz HEAVY HITTEROG-7/35 140oz PL.BANANA-140oz CHEM DAWG-120oz KUSHBERRY-100oz HOLLWOOD OG-100oz BUBBA DADDY-84oz,https://weedmaps.com/dispensaries/holistic-pain-relief-lax
Urbn Leaf - Bay Park,1028 Buenos Ave,San Diego,CA,92110,support@urbnleaf.com,619.275.2235,"January 24th, 2017",6553_1ol1xsf4tjf.jpg,https://images.weedmaps.com/dispensaries/000/050/276/avatar/square_fill/1510583093-URBNLEAFWEEDMAPS.jpg,32.767439,-117.202268,http://facebook.com/urbnleaf,http://twitter.com/urbnleaf,http://instagram.com/urbnleafca,"We are pleased to announce that beginning January 1st, 2018 Urbn Leaf Bay Park will be accepting recreational marijuana sales as well as medical! Just a reminder that RECREATIONAL sales will be ages 21+ with a valid government issued I.D. and 18+ for MEDICAL with valid doctors recommendation and I.D.Ê Thank you for your continued loyalty with the Feel Good Fam here at Urbn Leaf- we look forward to seeing you!",https://weedmaps.com/dispensaries/urbn-leaf
Zen Noho pre-ICO,5142 Vineland Avenue,North Hollywood,CA,91601,info@zen-noho.com,(818) 487-3737,"October 28th, 2013",6559_z2lfhoj3lgu.jpg,https://images.weedmaps.com/dispensaries/000/027/518/avatar/square_fill/1510582398-Zen_noho_logo.jpg,34.1638419,-118.3700182,https://www.facebook.com/profile.php?id=100010460734850,http://twitter.com/zennoho5142,http://instagram.com/Zenboutique420,"SUN: 25% off edibles, topicals, pet products MON: Shatter Day TUE: 10g for $80 on all Top Shelf flower WED: Wax Day! THUR: 1/2 oz (14g) $105 on all Top Shelf flower FRI: 1 oz (28g) $199 on all Top Shelf flower! SAT: $5 off any oil tank or $15 off 2 tanks",https://weedmaps.com/dispensaries/magnolia-wellness-center
HOLLYWEED DISPENSARY,5142 Venice Blvd,Los Angeles,CA,90019,hollyweedhollywood@gmail.com,323-939-5299,"February 25th, 2013",6564_jufgotxwd0s.jpg,https://images.weedmaps.com/dispensaries/000/000/410/avatar/square_fill/1511148051-HOLLYWEED_LARGE_LOGO_black.jpg,34.044492,-118.352053,http://facebook.com/hollyweed,,http://instagram.com/hollyweedla,"NEW HOLIDAY SPECIAL! $35 CAP ALL DAY EVERYDAY!!! FLAV RX PATIENT APPRECIATION DAY 12/29 5-7pm KOROVAÊ 1/12/18 P.A.D. 5-7pm 1/2OZ & OZ DEALS: $95/190 | $100/200 | $110/200 | $115/220 18+ REQUIRES ID & REC (Rec available, please call for details)",https://weedmaps.com/dispensaries/hollyweed
Dank Collective 25 CAP,1213 South Dale Ave,Anaheim,CA,92804,houseofdank1213@gmail.com,657-254-1610,"March 21st, 2017",6569_fsrjl121uhn.jpg,https://images.weedmaps.com/dispensaries/000/051/050/avatar/square_fill/1510583144-IMG_2190.JPG,33.816902,-117.985059,,,http://instagram.com/dank25.cap,REFERRAL PROGRAM W/$25 DONATION: FREE GRAM OF TOP SHELF,https://weedmaps.com/dispensaries/house-of-dank-3
The OG Collective - WORLDS LARGEST MENU!,36380 Bankside Dr.,Cathedral City,CA,92234,theogcollectivecc@gmail.com,760-832-8939,"November 2nd, 2016",6574_w2rbgll3fbt.jpg,https://images.weedmaps.com/dispensaries/000/049/360/avatar/square_fill/1510583042-the_og.JPG,33.783074,-116.469275,http://facebook.com/theogcollective,http://twitter.com/theogcollective,http://instagram.com/the_og_collective,,https://weedmaps.com/dispensaries/the-og-collective-2
The Vault 30 Cap,3448 Orangethrope Ave,ANAHEIM,CA,92806,youngblunts710@gmail.com,562-203-9386,"May 12th, 2017",6578_ah054mtsjgg.png,https://images.weedmaps.com/dispensaries/000/051/752/avatar/square_fill/1510583221-new-rules-of-medical-marijuana.png,33.868278,-117.847397,,,http://instagram.com/@ANAHEIMVAULT30,GALAXY WILL BE HAVING A PATIENT APPRECIATION DAY 12/15 @5PM! Ê NEW HOURS!!! NOW OPEN 10-MIDNIGHT EVERYDAY!,https://weedmaps.com/dispensaries/anaheim-healing-30-cap
SCSA South Coast Safe Access - Santa Ana 92705,1900 Warner Ave. Unit A,Santa Ana,CA,92705,INFO@SOUTHCOASTSAFEACCESS.COM,949-474-7272,"June 4th, 2011",6580_jszlcpzovwg.jpg,https://images.weedmaps.com/dispensaries/000/012/360/avatar/square_fill/1510581985-logo_art_copy.jpg,33.713018,-117.841101,,,https://instagram.com/southcoastsafeaccess_,21+ **Limitations Apply** 25% Off Veterans 20% Off retired Police Officer & Firefighters 10% Off Senior 10% Off Disability Terminally ill **please see management**,https://weedmaps.com/dispensaries/scsa-south-coast-safe-access
Hemet Collective,172 N San Jacinto Street,Hemet,CA,92545,thehemetcollective@gmail.com,(909) 635-9558,"July 27th, 2017",6534_twtfxg4u1h5.jpg,https://images.weedmaps.com/dispensaries/000/052/807/avatar/square_fill/1510583348-1504760264-HemetLogo.jpg,33.749355,-116.958381,,,http://instagram.com/The Hemet Collective,WELCOME TO THE HEMET COLLECTIVE HOME OF THE $30 EIGHTHS! MANDATORY MONDAY'S: 10% OFF EVERYTHING *NO DOUBLE DISCOUNTS* TURNT THURSDAY'S: 4G 1/8TH ON ENJOYABLE MOONROCKSÊ DONATE FOR 3GS OF WAX GET 1/2 G FREE! (SAME VALUE),https://weedmaps.com/dispensaries/hemet-high
